app_name,category,screen_time_min,is_productive,screen_time_hours,age,gender,technology_usage_hours,social_media_usage_hours,gaming_hours,mental_health_status,stress_level,sleep_hours,physical_activity_hours,support_systems_access,online_support_usage,heavy_user,total_app_usage,stress_level_num,digital_wellbeing_index
Gmail,Utilities,59.44,False,1.0,49,Other,1.74,6.1,4.81,Good,Medium,4.06,2.55,No,Yes,0,12.649999999999999,2,-0.68
Google Maps,Utilities,75.71,False,1.3,37,Male,1.94,3.76,2.63,Poor,Low,6.65,5.13,No,Yes,0,8.329999999999998,1,1.4450000000000003
Weather,Utilities,78.64,False,1.3,55,Female,1.84,5.98,3.14,Good,High,4.36,4.52,Yes,No,0,10.96,3,-0.405
Spotify,Entertainment,97.21,False,1.6,48,Male,4.96,2.69,1.34,Fair,High,8.46,0.55,Yes,Yes,0,8.99,3,1.4425000000000003
Google Docs,Productivity,154.46,True,2.6,21,Female,5.72,2.54,0.68,Excellent,High,5.7,3.54,No,Yes,1,8.94,3,0.79
Snapchat,Social,91.22,False,1.5,63,Other,6.64,4.76,4.38,Excellent,Medium,8.75,0.12,Yes,No,0,15.779999999999998,2,1.33
Facebook,Social,88.87,False,1.5,63,Other,6.64,4.76,4.38,Excellent,Medium,8.75,0.12,Yes,No,0,15.779999999999998,2,1.33
WhatsApp,Social,92.36,False,1.5,49,Other,2.93,0.48,4.54,Poor,High,8.31,6.98,Yes,No,0,7.95,3,1.9575
WhatsApp,Social,90.65,False,1.5,45,Female,8.33,4.66,1.79,Fair,Low,4.6,2.02,No,Yes,0,14.780000000000001,1,-0.03000000000000025
Twitter,Social,57.72,False,1.0,49,Other,1.74,6.1,4.81,Good,Medium,4.06,2.55,No,Yes,0,12.649999999999999,2,-0.68
Google Maps,Utilities,86.47,False,1.4,62,Other,1.2,1.67,1.57,Excellent,High,7.29,9.64,Yes,No,0,4.44,3,1.405
Google Docs,Productivity,87.52,True,1.5,38,Male,3.42,7.58,2.96,Fair,Medium,7.15,7.05,Yes,Yes,0,13.96,2,-0.14333333333333323
Weather,Utilities,120.06,False,2.0,36,Other,9.34,5.41,1.32,Good,High,7.28,6.72,Yes,No,1,16.07,3,0.4675
Snapchat,Social,71.79,False,1.2,59,Male,11.09,6.96,4.17,Poor,Medium,7.1,1.29,Yes,No,0,22.22,2,0.04666666666666656
Chrome,Utilities,115.36,False,1.9,33,Other,7.3,7.59,1.86,Excellent,Medium,8.65,1.48,No,No,0,16.75,2,0.3533333333333335
Microsoft Teams,Productivity,62.83,True,1.0,49,Other,1.74,6.1,4.81,Good,Medium,4.06,2.55,No,Yes,0,12.649999999999999,2,-0.68
Weather,Utilities,120.06,False,2.0,34,Female,10.47,0.94,3.84,Good,Low,7.35,5.57,No,No,1,15.25,1,3.205
Facebook,Social,124.84,False,2.1,21,Male,7.93,5.42,4.0,Fair,Low,4.79,4.07,Yes,No,1,17.35,1,-0.31499999999999995
Instagram,Social,209.48,False,3.5,41,Male,7.59,5.1,0.44,Poor,Medium,5.29,4.5,No,Yes,1,13.129999999999999,2,0.06333333333333346
Instagram,Social,77.75,False,1.3,22,Other,1.55,2.07,4.21,Poor,High,7.06,6.25,Yes,No,0,7.83,3,1.2475
Camera,Utilities,58.75,False,1.0,47,Male,2.41,4.09,4.39,Poor,Medium,6.21,0.33,Yes,No,0,10.89,2,0.7066666666666667
YouTube,Entertainment,87.02,False,1.5,34,Female,5.55,5.06,1.68,Good,High,8.88,2.37,Yes,No,0,12.29,3,0.9550000000000003
Google Maps,Utilities,93.79,False,1.6,26,Female,7.75,5.6,0.1,Fair,Medium,8.16,6.43,No,No,0,13.45,2,0.8533333333333335
Microsoft Teams,Productivity,122.04,True,2.0,50,Female,7.6,1.71,4.1,Fair,Low,7.09,3.61,Yes,No,1,13.409999999999998,1,2.69
Evernote,Productivity,72.31,True,1.2,28,Male,1.83,3.37,1.42,Poor,Medium,5.87,7.54,No,Yes,0,6.62,2,0.8333333333333334
Twitch,Entertainment,72.76,False,1.2,50,Male,1.11,6.67,3.68,Good,Low,4.61,8.16,No,Yes,0,11.46,1,-1.0299999999999998
Gmail,Utilities,72.25,False,1.2,59,Female,9.07,4.05,1.86,Excellent,Low,6.16,8.9,No,Yes,0,14.98,1,1.0550000000000002
Snapchat,Social,138.82,False,2.3,58,Other,11.83,6.58,3.41,Poor,Medium,6.37,7.74,No,Yes,1,21.82,2,-0.06999999999999999
Twitch,Entertainment,94.94,False,1.6,26,Female,7.75,5.6,0.1,Fair,Medium,8.16,6.43,No,No,0,13.45,2,0.8533333333333335
YouTube,Entertainment,64.94,False,1.1,49,Male,7.08,3.21,3.52,Good,Low,8.87,3.33,No,No,0,13.809999999999999,1,2.8299999999999996
Google Docs,Productivity,87.52,True,1.5,49,Other,2.93,0.48,4.54,Poor,High,8.31,6.98,Yes,No,0,7.95,3,1.9575
Spotify,Entertainment,107.48,False,1.8,63,Female,2.47,3.28,2.87,Good,High,4.08,0.84,Yes,Yes,0,8.620000000000001,3,0.20000000000000007
WhatsApp,Social,90.65,False,1.5,25,Male,4.86,1.7,0.76,Fair,Medium,6.72,5.26,No,Yes,0,7.32,2,1.6733333333333331
Google Docs,Productivity,80.46,True,1.3,37,Male,1.94,3.76,2.63,Poor,Low,6.65,5.13,No,Yes,0,8.329999999999998,1,1.4450000000000003
Google Maps,Utilities,68.88,False,1.1,39,Female,8.21,3.61,2.14,Good,Medium,7.9,6.11,No,Yes,0,13.96,2,1.4300000000000004
Chrome,Utilities,110.96,False,1.8,32,Other,1.8,2.42,3.03,Fair,Low,5.12,9.17,Yes,No,0,7.25,1,1.35
Chrome,Utilities,71.41,False,1.2,59,Male,11.09,6.96,4.17,Poor,Medium,7.1,1.29,Yes,No,0,22.22,2,0.04666666666666656
Snapchat,Social,81.9,False,1.4,31,Female,6.95,1.0,3.28,Fair,Low,6.85,4.66,Yes,No,0,11.23,1,2.925
Evernote,Productivity,69.26,True,1.2,31,Male,9.46,7.86,3.69,Poor,High,5.85,2.87,No,No,0,21.01,3,-0.5025000000000002
YouTube,Entertainment,63.64,False,1.1,39,Female,8.21,3.61,2.14,Good,Medium,7.9,6.11,No,Yes,0,13.96,2,1.4300000000000004
Weather,Utilities,78.64,False,1.3,22,Other,1.55,2.07,4.21,Poor,High,7.06,6.25,Yes,No,0,7.83,3,1.2475
Notion,Productivity,67.95,True,1.1,49,Male,7.08,3.21,3.52,Good,Low,8.87,3.33,No,No,0,13.809999999999999,1,2.8299999999999996
WhatsApp,Social,84.42,False,1.4,26,Male,9.18,4.99,0.78,Excellent,High,5.39,4.62,Yes,No,0,14.95,3,0.09999999999999987
Twitch,Entertainment,71.17,False,1.2,19,Male,1.65,7.62,3.6,Excellent,High,7.31,4.49,No,Yes,0,12.87,3,-0.07750000000000012
Chrome,Utilities,115.36,False,1.9,47,Female,2.65,2.22,0.68,Good,Low,4.94,0.85,Yes,Yes,0,5.55,1,1.36
Notion,Productivity,82.23,True,1.4,53,Male,10.57,7.28,3.45,Fair,Low,5.65,9.81,No,No,0,21.3,1,-0.815
Weather,Utilities,83.4,False,1.4,65,Other,7.58,7.92,1.62,Fair,Low,5.2,7.24,No,No,0,17.12,1,-1.3599999999999999
WhatsApp,Social,91.61,False,1.5,34,Female,5.55,5.06,1.68,Good,High,8.88,2.37,Yes,No,0,12.29,3,0.9550000000000003
Weather,Utilities,113.89,False,1.9,25,Other,4.5,2.76,1.43,Fair,Low,4.5,5.83,Yes,Yes,0,8.69,1,0.8700000000000001
Slack,Productivity,107.99,True,1.8,23,Female,7.46,0.31,1.19,Fair,High,8.29,1.89,No,Yes,0,8.959999999999999,3,1.9949999999999999
Evernote,Productivity,71.26,True,1.2,59,Female,9.07,4.05,1.86,Excellent,Low,6.16,8.9,No,Yes,0,14.98,1,1.0550000000000002
Twitter,Social,63.15,False,1.1,55,Other,3.28,2.9,0.42,Good,High,6.41,1.33,No,No,0,6.6,3,0.8775000000000001
Google Maps,Utilities,69.29,False,1.2,59,Female,9.07,4.05,1.86,Excellent,Low,6.16,8.9,No,Yes,0,14.98,1,1.0550000000000002
Google Docs,Productivity,67.46,True,1.1,51,Male,5.97,4.16,4.99,Poor,Low,5.43,2.61,No,No,0,15.12,1,0.6349999999999998
Instagram,Social,71.74,False,1.2,29,Other,2.08,4.68,4.14,Poor,Medium,4.36,2.23,Yes,No,0,10.899999999999999,2,-0.10666666666666647
Chrome,Utilities,88.22,False,1.5,26,Female,9.35,0.33,2.64,Good,High,4.43,5.36,No,No,0,12.32,3,1.025
TikTok,Entertainment,77.49,False,1.3,37,Male,1.94,3.76,2.63,Poor,Low,6.65,5.13,No,Yes,0,8.329999999999998,1,1.4450000000000003
Snapchat,Social,108.19,False,1.8,41,Male,1.93,1.6,1.54,Fair,Low,5.59,1.91,Yes,Yes,0,5.07,1,1.9949999999999999
Camera,Utilities,98.61,False,1.6,35,Other,2.88,2.89,0.38,Fair,Low,8.28,9.81,Yes,No,0,6.1499999999999995,1,2.6949999999999994
Twitter,Social,60.29,False,1.0,49,Other,1.74,6.1,4.81,Good,Medium,4.06,2.55,No,Yes,0,12.649999999999999,2,-0.68
Gmail,Utilities,70.76,False,1.2,29,Other,2.08,4.68,4.14,Poor,Medium,4.36,2.23,Yes,No,0,10.899999999999999,2,-0.10666666666666647
Google Docs,Productivity,95.2,True,1.6,52,Other,4.21,2.36,1.65,Good,Medium,4.07,2.99,Yes,Yes,0,8.22,2,0.5700000000000002
Google Docs,Productivity,70.22,True,1.2,28,Male,1.83,3.37,1.42,Poor,Medium,5.87,7.54,No,Yes,0,6.62,2,0.8333333333333334
Google Maps,Utilities,68.88,False,1.1,51,Male,5.97,4.16,4.99,Poor,Low,5.43,2.61,No,No,0,15.12,1,0.6349999999999998
Notion,Productivity,215.94,True,3.6,45,Other,9.17,3.61,2.14,Fair,High,5.07,1.87,No,No,1,14.92,3,0.3650000000000001
Twitter,Social,74.26,False,1.2,59,Female,9.07,4.05,1.86,Excellent,Low,6.16,8.9,No,Yes,0,14.98,1,1.0550000000000002
Microsoft Teams,Productivity,66.59,True,1.1,39,Female,8.21,3.61,2.14,Good,Medium,7.9,6.11,No,Yes,0,13.96,2,1.4300000000000004
Twitch,Entertainment,73.4,False,1.2,31,Male,9.46,7.86,3.69,Poor,High,5.85,2.87,No,No,0,21.01,3,-0.5025000000000002
Netflix,Entertainment,58.67,False,1.0,49,Other,1.74,6.1,4.81,Good,Medium,4.06,2.55,No,Yes,0,12.649999999999999,2,-0.68
Chrome,Utilities,185.65,False,3.1,54,Male,3.07,6.47,0.82,Excellent,Medium,6.27,7.84,No,Yes,1,10.36,2,-0.06666666666666672
